RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
040-002360613,File,Published,036-002360606,EAP310/2/1/7,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 458 TIFF images; 13GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000268,,http://eap.bl.uk/database/overview_item.a4d?catId=19529;r=15230,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains sutras such as the Aryashurangamasamadhinamasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 458 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: JaScript(s) of material: Tibetan dBu can script.",7,1650,Neyphug Kanjur mDo sde Ja,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360676,File,Published,036-002360606,EAP310/2/1/70,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 461 TIFF images; 19.4GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a7,,http://eap.bl.uk/database/overview_item.a4d?catId=19592;r=6294,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Uttaragrantha, one of the four main texts on discipline in the Sarvastivada school. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 461 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NaScript(s) of material: Tibetan dBu can script.",70,1650,Kanjur 'Dul ba Na,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360677,File,Published,036-002360606,EAP310/2/1/71,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 378 TIFF images; 15.9GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a8,,http://eap.bl.uk/database/overview_item.a4d?catId=19593;r=5167,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 378 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: KaScript(s) of material: Tibetan dBu can script.",71,1650,Kanjur 'Bum Ka,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360678,File,Published,036-002360606,EAP310/2/1/72,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 398 TIFF images; 11.2GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a9,,http://eap.bl.uk/database/overview_item.a4d?catId=19594;r=754,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 398 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: KhaScript(s) of material: Tibetan dBu can script.",72,1650,Kanjur 'Bum Kha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360679,File,Published,036-002360606,EAP310/2/1/73,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 374 TIFF images; 15.7GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002aa,,http://eap.bl.uk/database/overview_item.a4d?catId=19595;r=30636,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 374 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: GaScript(s) of material: Tibetan dBu can script.",73,1650,Kanjur 'Bum Ga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360680,File,Published,036-002360606,EAP310/2/1/74,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 392 TIFF images; 11GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002ab,,http://eap.bl.uk/database/overview_item.a4d?catId=19596;r=7068,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 392 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NgaScript(s) of material: Tibetan dBu can script.",74,1650,Kanjur 'Bum Nga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360681,File,Published,036-002360606,EAP310/2/1/75,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 399 TIFF images; 16.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002ac,,http://eap.bl.uk/database/overview_item.a4d?catId=19597;r=539,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 399 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: CaScript(s) of material: Tibetan dBu can script.",75,1650,Kanjur 'Bum Ca,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360682,File,Published,036-002360606,EAP310/2/1/76,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 364 TIFF images; 10.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002ad,,http://eap.bl.uk/database/overview_item.a4d?catId=19598;r=6792,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 364 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: ChaScript(s) of material: Tibetan dBu can script.",76,1650,Kanjur 'Bum Cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360683,File,Published,036-002360606,EAP310/2/1/77,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 401 TIFF images; 16.9GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002ae,,http://eap.bl.uk/database/overview_item.a4d?catId=19599;r=15012,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 401 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: JaScript(s) of material: Tibetan dBu can script.",77,1650,Kanjur 'Bum Ja,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360684,File,Published,036-002360606,EAP310/2/1/78,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 384 TIFF images; 10.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002af,,http://eap.bl.uk/database/overview_item.a4d?catId=19600;r=19652,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 384 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NyaScript(s) of material: Tibetan dBu can script.",78,1650,Kanjur 'Bum Nya,,,,"Bhutan, Asia, Unspecified",,,,,
